,country_id,country,league,season,stage,date,match_year,match_api_id,team_flag,team_api_id,team_long_name,team_short_name,team_goals,result,points,player_api_id,player_name,birthday,height,weight,cumpoints
163567,1729,England,Premier League,2014/2015,11,2014-11-08,2014,1724082,away_team,8667,Hull City,HUL,0,lost,0,23839,Sone Aluko,1989-02-19,172.72,165,11
120351,1729,England,Premier League,2014/2015,12,2014-11-23,2014,1724097,home_team,8667,Hull City,HUL,1,lost,0,26163,Hatem Ben Arfa,1987-03-07,177.8,163,11
120354,1729,England,Premier League,2014/2015,13,2014-11-29,2014,1724104,away_team,8667,Hull City,HUL,0,lost,0,26163,Hatem Ben Arfa,1987-03-07,177.8,163,11
176075,1729,England,Premier League,2014/2015,14,2014-12-03,2014,1724120,away_team,8667,Hull City,HUL,1,draw,1,32496,Allan McGregor,1982-01-31,182.88,185,12
163558,1729,England,Premier League,2014/2015,15,2014-12-06,2014,1724123,home_team,8667,Hull City,HUL,0,draw,1,23839,Sone Aluko,1989-02-19,172.72,165,13
163568,1729,England,Premier League,2014/2015,16,2014-12-13,2014,1724134,away_team,8667,Hull City,HUL,0,lost,0,23839,Sone Aluko,1989-02-19,172.72,165,13
176051,1729,England,Premier League,2014/2015,17,2014-12-20,2014,1724143,home_team,8667,Hull City,HUL,0,lost,0,32496,Allan McGregor,1982-01-31,182.88,185,13
163569,1729,England,Premier League,2014/2015,18,2014-12-26,2014,1724159,away_team,8667,Hull City,HUL,3,won,3,23839,Sone Aluko,1989-02-19,172.72,165,16
163559,1729,England,Premier League,2014/2015,19,2014-12-28,2014,1724163,home_team,8667,Hull City,HUL,0,lost,0,23839,Sone Aluko,1989-02-19,172.72,165,16
176053,1729,England,Premier League,2014/2015,20,2015-01-01,2015,1724173,home_team,8667,Hull City,HUL,2,won,3,32496,Allan McGregor,1982-01-31,182.88,185,19
176078,1729,England,Premier League,2014/2015,21,2015-01-10,2015,1724191,away_team,8667,Hull City,HUL,0,lost,0,32496,Allan McGregor,1982-01-31,182.88,185,19
163570,1729,England,Premier League,2014/2015,22,2015-01-18,2015,1724201,away_team,8667,Hull City,HUL,0,lost,0,23839,Sone Aluko,1989-02-19,172.72,165,19
176054,1729,England,Premier League,2014/2015,23,2015-01-31,2015,1724205,home_team,8667,Hull City,HUL,0,lost,0,32496,Allan McGregor,1982-01-31,182.88,185,19
163571,1729,England,Premier League,2014/2015,24,2015-02-07,2015,1724216,away_team,8667,Hull City,HUL,1,draw,1,23839,Sone Aluko,1989-02-19,172.72,165,20
176055,1729,England,Premier League,2014/2015,25,2015-02-10,2015,1724223,home_team,8667,Hull City,HUL,2,won,3,32496,Allan McGregor,1982-01-31,182.88,185,23
176056,1729,England,Premier League,2014/2015,26,2015-02-21,2015,1724236,home_team,8667,Hull City,HUL,2,won,3,32496,Allan McGregor,1982-01-31,182.88,185,26
163572,1729,England,Premier League,2014/2015,27,2015-02-28,2015,1724249,away_team,8667,Hull City,HUL,0,lost,0,23839,Sone Aluko,1989-02-19,172.72,165,26
176057,1729,England,Premier League,2014/2015,28,2015-03-03,2015,1724253,home_team,8667,Hull City,HUL,1,draw,1,32496,Allan McGregor,1982-01-31,182.88,185,27
176082,1729,England,Premier League,2014/2015,29,2015-03-14,2015,1724267,away_team,8667,Hull City,HUL,0,draw,1,32496,Allan McGregor,1982-01-31,182.88,185,28
176058,1729,England,Premier League,2014/2015,30,2015-03-22,2015,1724273,home_team,8667,Hull City,HUL,2,lost,0,32496,Allan McGregor,1982-01-31,182.88,185,28
176083,1729,England,Premier League,2014/2015,31,2015-04-04,2015,1724290,away_team,8667,Hull City,HUL,1,lost,0,32496,Allan McGregor,1982-01-31,182.88,185,28
163573,1729,England,Premier League,2014/2015,32,2015-04-11,2015,1724296,away_team,8667,Hull City,HUL,0,lost,0,23839,Sone Aluko,1989-02-19,172.72,165,28
163560,1729,England,Premier League,2014/2015,33,2015-04-28,2015,1724307,home_team,8667,Hull City,HUL,1,won,3,23839,Sone Aluko,1989-02-19,172.72,165,31
163574,1729,England,Premier League,2014/2015,34,2015-04-25,2015,1724314,away_team,8667,Hull City,HUL,2,won,3,23839,Sone Aluko,1989-02-19,172.72,165,34
163561,1729,England,Premier League,2014/2015,35,2015-05-04,2015,1724324,home_team,8667,Hull City,HUL,1,lost,0,23839,Sone Aluko,1989-02-19,172.72,165,34
163562,1729,England,Premier League,2014/2015,36,2015-05-09,2015,1724337,home_team,8667,Hull City,HUL,0,lost,0,23839,Sone Aluko,1989-02-19,172.72,165,34
177754,1729,England,Premier League,2014/2015,37,2015-05-16,2015,1724349,away_team,8667,Hull City,HUL,0,lost,0,8922,Nikica Jelavic,1985-08-27,187.96,185,34
177737,1729,England,Premier League,2014/2015,38,2015-05-24,2015,1724357,home_team,8667,Hull City,HUL,0,draw,1,8922,Nikica Jelavic,1985-08-27,187.96,185,35
71280,1729,England,Premier League,2014/2015,1,2014-08-16,2014,1723982,home_team,9825,Arsenal,ARS,2,won,3,192921,Yaya Sanogo,1993-01-27,193.04,190,3
76623,1729,England,Premier League,2014/2015,2,2014-08-23,2014,1723995,away_team,9825,Arsenal,ARS,2,draw,1,26154,Mathieu Debuchy,1985-07-28,177.8,168,4
71281,1729,England,Premier League,2014/2015,3,2014-08-31,2014,1724005,away_team,9825,Arsenal,ARS,1,draw,1,192921,Yaya Sanogo,1993-01-27,193.04,190,5
76617,1729,England,Premier League,2014/2015,4,2014-09-13,2014,1724012,home_team,9825,Arsenal,ARS,2,draw,1,26154,Mathieu Debuchy,1985-07-28,177.8,168,6
134705,1729,England,Premier League,2014/2015,5,2014-09-20,2014,1724022,away_team,9825,Arsenal,ARS,3,won,3,46539,Laurent Koscielny,1985-09-10,185.42,165,9
134621,1729,England,Premier League,2014/2015,6,2014-09-27,2014,1724032,home_team,9825,Arsenal,ARS,1,draw,1,46539,Laurent Koscielny,1985-09-10,185.42,165,10
134706,1729,England,Premier League,2014/2015,7,2014-10-05,2014,1724043,away_team,9825,Arsenal,ARS,0,lost,0,46539,Laurent Koscielny,1985-09-10,185.42,165,10
240051,1729,England,Premier League,2014/2015,8,2014-10-18,2014,1724052,home_team,9825,Arsenal,ARS,2,draw,1,35606,Per Mertesacker,1984-09-29,198.12,198,11
240127,1729,England,Premier League,2014/2015,9,2014-10-25,2014,1724067,away_team,9825,Arsenal,ARS,2,won,3,35606,Per Mertesacker,1984-09-29,198.12,198,14
240052,1729,England,Premier League,2014/2015,10,2014-11-01,2014,1724072,home_team,9825,Arsenal,ARS,3,won,3,35606,Per Mertesacker,1984-09-29,198.12,198,17
240128,1729,England,Premier League,2014/2015,11,2014-11-09,2014,1724088,away_team,9825,Arsenal,ARS,1,lost,0,35606,Per Mertesacker,1984-09-29,198.12,198,17
240053,1729,England,Premier League,2014/2015,12,2014-11-22,2014,1724092,home_team,9825,Arsenal,ARS,1,lost,0,35606,Per Mertesacker,1984-09-29,198.12,198,17
134707,1729,England,Premier League,2014/2015,13,2014-11-29,2014,1724110,away_team,9825,Arsenal,ARS,1,won,3,46539,Laurent Koscielny,1985-09-10,185.42,165,20
134622,1729,England,Premier League,2014/2015,14,2014-12-03,2014,1724112,home_team,9825,Arsenal,ARS,1,won,3,46539,Laurent Koscielny,1985-09-10,185.42,165,23
141916,1729,England,Premier League,2014/2015,15,2014-12-06,2014,1724129,away_team,9825,Arsenal,ARS,2,lost,0,46469,Olivier Giroud,1986-09-30,193.04,194,23
76618,1729,England,Premier League,2014/2015,16,2014-12-13,2014,1724132,home_team,9825,Arsenal,ARS,4,won,3,26154,Mathieu Debuchy,1985-07-28,177.8,168,26
76625,1729,England,Premier League,2014/2015,17,2014-12-21,2014,1724144,away_team,9825,Arsenal,ARS,2,draw,1,26154,Mathieu Debuchy,1985-07-28,177.8,168,27
76619,1729,England,Premier League,2014/2015,18,2014-12-26,2014,1724152,home_team,9825,Arsenal,ARS,2,won,3,26154,Mathieu Debuchy,1985-07-28,177.8,168,30
76626,1729,England,Premier League,2014/2015,19,2014-12-28,2014,1724171,away_team,9825,Arsenal,ARS,2,won,3,26154,Mathieu Debuchy,1985-07-28,177.8,168,33
76627,1729,England,Premier League,2014/2015,20,2015-01-01,2015,1724178,away_team,9825,Arsenal,ARS,0,lost,0,26154,Mathieu Debuchy,1985-07-28,177.8,168,33
76620,1729,England,Premier League,2014/2015,21,2015-01-11,2015,1724182,home_team,9825,Arsenal,ARS,3,won,3,26154,Mathieu Debuchy,1985-07-28,177.8,168,36
118263,1729,England,Premier League,2014/2015,22,2015-01-18,2015,1724196,away_team,9825,Arsenal,ARS,2,won,3,50065,David Ospina,1988-08-31,182.88,174,39
118253,1729,England,Premier League,2014/2015,23,2015-02-01,2015,1724202,home_team,9825,Arsenal,ARS,5,won,3,50065,David Ospina,1988-08-31,182.88,174,42
118264,1729,England,Premier League,2014/2015,24,2015-02-07,2015,1724220,away_team,9825,Arsenal,ARS,1,lost,0,50065,David Ospina,1988-08-31,182.88,174,42
118254,1729,England,Premier League,2014/2015,25,2015-02-10,2015,1724222,home_team,9825,Arsenal,ARS,2,won,3,50065,David Ospina,1988-08-31,182.88,174,45
118265,1729,England,Premier League,2014/2015,26,2015-02-21,2015,1724234,away_team,9825,Arsenal,ARS,2,won,3,50065,David Ospina,1988-08-31,182.88,174,48
118255,1729,England,Premier League,2014/2015,27,2015-03-01,2015,1724242,home_team,9825,Arsenal,ARS,2,won,3,50065,David Ospina,1988-08-31,182.88,174,51
118266,1729,England,Premier League,2014/2015,28,2015-03-04,2015,1724254,away_team,9825,Arsenal,ARS,2,won,3,50065,David Ospina,1988-08-31,182.88,174,54
118256,1729,England,Premier League,2014/2015,29,2015-03-14,2015,1724262,home_team,9825,Arsenal,ARS,3,won,3,50065,David Ospina,1988-08-31,182.88,174,57
118267,1729,England,Premier League,2014/2015,30,2015-03-21,2015,1724276,away_team,9825,Arsenal,ARS,2,won,3,50065,David Ospina,1988-08-31,182.88,174,60
118257,1729,England,Premier League,2014/2015,31,2015-04-04,2015,1724282,home_team,9825,Arsenal,ARS,4,won,3,50065,David Ospina,1988-08-31,182.88,174,63
118268,1729,England,Premier League,2014/2015,32,2015-04-11,2015,1724292,away_team,9825,Arsenal,ARS,1,won,3,50065,David Ospina,1988-08-31,182.88,174,66
118260,1729,England,Premier League,2014/2015,33,2015-05-20,2015,1724302,home_team,9825,Arsenal,ARS,0,draw,1,50065,David Ospina,1988-08-31,182.88,174,67
118258,1729,England,Premier League,2014/2015,34,2015-04-26,2015,1724312,home_team,9825,Arsenal,ARS,0,draw,1,50065,David Ospina,1988-08-31,182.88,174,68
118269,1729,England,Premier League,2014/2015,35,2015-05-04,2015,1724324,away_team,9825,Arsenal,ARS,3,won,3,50065,David Ospina,1988-08-31,182.88,174,71
118259,1729,England,Premier League,2014/2015,36,2015-05-11,2015,1724332,home_team,9825,Arsenal,ARS,0,lost,0,50065,David Ospina,1988-08-31,182.88,174,71
118270,1729,England,Premier League,2014/2015,37,2015-05-17,2015,1724344,away_team,9825,Arsenal,ARS,1,draw,1,50065,David Ospina,1988-08-31,182.88,174,72
118261,1729,England,Premier League,2014/2015,38,2015-05-24,2015,1724352,home_team,9825,Arsenal,ARS,4,won,3,50065,David Ospina,1988-08-31,182.88,174,75
117943,1729,England,Premier League,2014/2015,1,2014-08-16,2014,1723988,home_team,10172,Queens Park Rangers,QPR,0,lost,0,39987,Loic Remy,1987-01-02,185.42,176,0
117951,1729,England,Premier League,2014/2015,2,2014-08-24,2014,1724001,away_team,10172,Queens Park Rangers,QPR,0,lost,0,39987,Loic Remy,1987-01-02,185.42,176,0
138571,1729,England,Premier League,2014/2015,3,2014-08-30,2014,1724008,home_team,10172,Queens Park Rangers,QPR,1,won,3,24205,Joey Barton,1982-09-02,180.34,154,3
140008,1729,England,Premier League,2014/2015,4,2014-09-14,2014,1724017,away_team,10172,Queens Park Rangers,QPR,0,lost,0,109298,Mauricio Isla,1988-06-12,177.8,159,3
138572,1729,England,Premier League,2014/2015,5,2014-09-20,2014,1724028,home_team,10172,Queens Park Rangers,QPR,2,draw,1,24205,Joey Barton,1982-09-02,180.34,154,4
140009,1729,England,Premier League,2014/2015,6,2014-09-27,2014,1724038,away_team,10172,Queens Park Rangers,QPR,1,lost,0,109298,Mauricio Isla,1988-06-12,177.8,159,4
296317,1729,England,Premier League,2014/2015,7,2014-10-05,2014,1724051,away_team,10172,Queens Park Rangers,QPR,0,lost,0,63520,Armand Traore,1989-10-08,182.88,181,4
139996,1729,England,Premier League,2014/2015,8,2014-10-19,2014,1724058,home_team,10172,Queens Park Rangers,QPR,2,lost,0,109298,Mauricio Isla,1988-06-12,177.8,159,4
139997,1729,England,Premier League,2014/2015,9,2014-10-27,2014,1724065,home_team,10172,Queens Park Rangers,QPR,2,won,3,109298,Mauricio Isla,1988-06-12,177.8,159,7
140010,1729,England,Premier League,2014/2015,10,2014-11-01,2014,1724074,away_team,10172,Queens Park Rangers,QPR,1,lost,0,109298,Mauricio Isla,1988-06-12,177.8,159,7
139998,1729,England,Premier League,2014/2015,11,2014-11-08,2014,1724085,home_team,10172,Queens Park Rangers,QPR,2,draw,1,109298,Mauricio Isla,1988-06-12,177.8,159,8
138598,1729,England,Premier League,2014/2015,12,2014-11-22,2014,1724100,away_team,10172,Queens Park Rangers,QPR,0,lost,0,24205,Joey Barton,1982-09-02,180.34,154,8
138573,1729,England,Premier League,2014/2015,13,2014-11-29,2014,1724105,home_team,10172,Queens Park Rangers,QPR,3,won,3,24205,Joey Barton,1982-09-02,180.34,154,11
138599,1729,England,Premier League,2014/2015,14,2014-12-02,2014,1724116,away_team,10172,Queens Park Rangers,QPR,0,lost,0,24205,Joey Barton,1982-09-02,180.34,154,11
138574,1729,England,Premier League,2014/2015,15,2014-12-06,2014,1724127,home_team,10172,Queens Park Rangers,QPR,2,won,3,24205,Joey Barton,1982-09-02,180.34,154,14
138600,1729,England,Premier League,2014/2015,16,2014-12-15,2014,1724136,away_team,10172,Queens Park Rangers,QPR,1,lost,0,24205,Joey Barton,1982-09-02,180.34,154,14
138575,1729,England,Premier League,2014/2015,17,2014-12-20,2014,1724147,home_team,10172,Queens Park Rangers,QPR,3,won,3,24205,Joey Barton,1982-09-02,180.34,154,17
140012,1729,England,Premier League,2014/2015,18,2014-12-26,2014,1724152,away_team,10172,Queens Park Rangers,QPR,1,lost,0,109298,Mauricio Isla,1988-06-12,177.8,159,17
138576,1729,England,Premier League,2014/2015,19,2014-12-28,2014,1724167,home_team,10172,Queens Park Rangers,QPR,0,draw,1,24205,Joey Barton,1982-09-02,180.34,154,18
138577,1729,England,Premier League,2014/2015,20,2015-01-01,2015,1724177,home_team,10172,Queens Park Rangers,QPR,1,draw,1,24205,Joey Barton,1982-09-02,180.34,154,19
138601,1729,England,Premier League,2014/2015,21,2015-01-10,2015,1724183,away_team,10172,Queens Park Rangers,QPR,1,lost,0,24205,Joey Barton,1982-09-02,180.34,154,19
138578,1729,England,Premier League,2014/2015,22,2015-01-17,2015,1724198,home_team,10172,Queens Park Rangers,QPR,0,lost,0,24205,Joey Barton,1982-09-02,180.34,154,19
138602,1729,England,Premier League,2014/2015,23,2015-01-31,2015,1724209,away_team,10172,Queens Park Rangers,QPR,1,lost,0,24205,Joey Barton,1982-09-02,180.34,154,19
138579,1729,England,Premier League,2014/2015,24,2015-02-07,2015,1724218,home_team,10172,Queens Park Rangers,QPR,0,lost,0,24205,Joey Barton,1982-09-02,180.34,154,19
138603,1729,England,Premier League,2014/2015,25,2015-02-10,2015,1724231,away_team,10172,Queens Park Rangers,QPR,2,won,3,24205,Joey Barton,1982-09-02,180.34,154,22
138604,1729,England,Premier League,2014/2015,26,2015-02-21,2015,1724236,away_team,10172,Queens Park Rangers,QPR,1,lost,0,24205,Joey Barton,1982-09-02,180.34,154,22
140004,1729,England,Premier League,2014/2015,27,2015-03-07,2015,1724248,home_team,10172,Queens Park Rangers,QPR,1,lost,0,109298,Mauricio Isla,1988-06-12,177.8,159,22
300582,1729,England,Premier League,2014/2015,28,2015-03-04,2015,1724254,home_team,10172,Queens Park Rangers,QPR,1,lost,0,24209,Nedum Onuoha,1986-11-30,187.96,172,22
300609,1729,England,Premier League,2014/2015,29,2015-03-14,2015,1724265,away_team,10172,Queens Park Rangers,QPR,1,lost,0,24209,Nedum Onuoha,1986-11-30,187.96,172,22
138580,1729,England,Premier League,2014/2015,30,2015-03-22,2015,1724277,home_team,10172,Queens Park Rangers,QPR,1,lost,0,24205,Joey Barton,1982-09-02,180.34,154,22
138605,1729,England,Premier League,2014/2015,31,2015-04-04,2015,1724291,away_team,10172,Queens Park Rangers,QPR,4,won,3,24205,Joey Barton,1982-09-02,180.34,154,25
138581,1729,England,Premier League,2014/2015,32,2015-04-12,2015,1724295,home_team,10172,Queens Park Rangers,QPR,0,lost,0,24205,Joey Barton,1982-09-02,180.34,154,25
138606,1729,England,Premier League,2014/2015,33,2015-04-07,2015,1724303,away_team,10172,Queens Park Rangers,QPR,3,draw,1,24205,Joey Barton,1982-09-02,180.34,154,26
138582,1729,England,Premier League,2014/2015,34,2015-04-25,2015,1724318,home_team,10172,Queens Park Rangers,QPR,0,draw,1,24205,Joey Barton,1982-09-02,180.34,154,27
138607,1729,England,Premier League,2014/2015,35,2015-05-02,2015,1724326,away_team,10172,Queens Park Rangers,QPR,1,lost,0,24205,Joey Barton,1982-09-02,180.34,154,27
138608,1729,England,Premier League,2014/2015,36,2015-05-10,2015,1724339,away_team,10172,Queens Park Rangers,QPR,0,lost,0,24205,Joey Barton,1982-09-02,180.34,154,27
138583,1729,England,Premier League,2014/2015,37,2015-05-16,2015,1724345,home_team,10172,Queens Park Rangers,QPR,2,won,3,24205,Joey Barton,1982-09-02,180.34,154,30
138609,1729,England,Premier League,2014/2015,38,2015-05-24,2015,1724358,away_team,10172,Queens Park Rangers,QPR,1,lost,0,24205,Joey Barton,1982-09-02,180.34,154,30
